"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","Total","Total","2017-09-03","717","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-09-10","687","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-09-17","699","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-09-24","665","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-10-01","639","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-10-08","637","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-10-15","635","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-10-22","624","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-10-29","633","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-11-05","618","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-11-12","591","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-11-19","589","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-11-26","625","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-12-03","586","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-12-10","550","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-12-17","596","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-12-24","617","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2017-12-31","625","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-01-07","582","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-01-14","611","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-01-21","576","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-01-28","653","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-02-04","591","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-02-11","624","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-02-18","542","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-02-25","583","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-03-04","572","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-03-11","602","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-03-18","617","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-03-25","605","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-04-01","571","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-04-08","583","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-04-15","596","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-04-22","663","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-04-29","632","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-05-06","608","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-05-13","623","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-05-20","655","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-05-27","638","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-06-03","707","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-06-10","653","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-06-17","679","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-06-24","684","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-07-01","673","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-07-08","650","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-07-15","667","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-07-22","711","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-07-29","714","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-08-05","683","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-08-12","697","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-08-19","720","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-08-26","725","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-09-02","707","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-09-09","682","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-09-16","674","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-09-23","691","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-09-30","619","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-10-07","652","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-10-14","666","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-10-21","647","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-10-28","626","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-11-04","626","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-11-11","636","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-11-18","603","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-11-25","608","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-12-02","574","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-12-09","582","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-12-16","588","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-12-23","615","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2018-12-30","568","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-01-06","609","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-01-13","604","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-01-20","625","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-01-27","589","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-02-03","544","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-02-10","557","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-02-17","558","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-02-24","571","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-03-03","618","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-03-10","626","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-03-17","675","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-03-24","632","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-03-31","637","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-04-07","640","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-04-14","648","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-04-21","690","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-04-28","637","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-05-05","637","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-05-12","669","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-05-19","630","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-05-26","702","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-06-02","725","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-06-09","726","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-06-16","701","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-06-23","720","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-06-30","760","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-07-07","744","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-07-14","796","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-07-21","736","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-07-28","728","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-08-04","733","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-08-11","756","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-08-18","692","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-08-25","670","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-09-01","698","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-09-08","665","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-09-15","697","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-09-22","668","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-09-29","681","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-10-06","688","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-10-13","713","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-10-20","609","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-10-27","612","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-11-03","646","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-11-10","611","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-11-17","620","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-11-24","585","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-12-01","640","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-12-08","571","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-12-15","638","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-12-22","596","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2019-12-29","565","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-01-05","592","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-01-12","581","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-01-19","642","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-01-26","609","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-02-02","615","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-02-09","588","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-02-16","619","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-02-23","621","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-03-01","594","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-03-08","612","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-03-15","600","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-03-22","618","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-03-29","613","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-04-05","628","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-04-12","650","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-04-19","664","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-04-26","631","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-05-03","561","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-05-10","629","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-05-17","617","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-05-24","608","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-05-31","602","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-06-07","623","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-06-14","643","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-06-21","639","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-06-28","622","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-07-05","618","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-07-12","616","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-07-19","694","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-07-26","683","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-08-02","674","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-08-09","643","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-08-16","634","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-08-23","655","Number","02-02-21"
"Health","Weekly deaths","By age","Total","Total","2020-08-30","601","Number","02-02-21"
